ROWID,TRUTH,TRAININGSET
17536bill.txt,4,0
17537bill.txt,20,0
17538bill.txt,15,0
17539bill.txt,20,0
17540bill.txt,14,0
17541bill.txt,18,0
17542bill.txt,5,0
17543bill.txt,16,0
17544bill.txt,15,0
17545bill.txt,2,0
17546bill.txt,10,0
17547bill.txt,3,0
17548bill.txt,18,0
17549bill.txt,4,0
17550bill.txt,4,0
17551bill.txt,3,0
17552bill.txt,7,0
17553bill.txt,13,0
17554bill.txt,17,0
17555bill.txt,13,0
17556bill.txt,19,0
17557bill.txt,20,0
17558bill.txt,99,0
17559bill.txt,15,0
17560bill.txt,99,0
17561bill.txt,15,0
17562bill.txt,21,0
17563bill.txt,10,0
17564bill.txt,3,0
17565bill.txt,5,0
17566bill.txt,7,0
17567bill.txt,20,0
17568bill.txt,21,0
17569bill.txt,2,0
17570bill.txt,12,0
17571bill.txt,1,0
17572bill.txt,13,0
17573bill.txt,21,0
17574bill.txt,99,0
17575bill.txt,7,0
17576bill.txt,21,0
17577bill.txt,4,0
17578bill.txt,20,0
17579bill.txt,19,0
17580bill.txt,12,0
17581bill.txt,1,0
17582bill.txt,15,0
17583bill.txt,20,0
17584bill.txt,15,0
17585bill.txt,3,0
17586bill.txt,20,0
17587bill.txt,18,0
17588bill.txt,10,0
17589bill.txt,3,0
17590bill.txt,7,0
17591bill.txt,3,0
17592bill.txt,15,0
17593bill.txt,12,0
17594bill.txt,99,0
17595bill.txt,7,0
17596bill.txt,20,0
17597bill.txt,6,0
17598bill.txt,1,0
17599bill.txt,12,0
17600bill.txt,15,0
17601bill.txt,8,0
17602bill.txt,19,0
17603bill.txt,5,0
17604bill.txt,6,0
17605bill.txt,4,0
17606bill.txt,19,0
17607bill.txt,3,0
17608bill.txt,21,0
17609bill.txt,19,0
17610bill.txt,15,0
17611bill.txt,20,0
17612bill.txt,15,0
17613bill.txt,5,0
17614bill.txt,10,0
17615bill.txt,18,0
17616bill.txt,99,0
17617bill.txt,10,0
17618bill.txt,20,0
17619bill.txt,17,0
17620bill.txt,20,0
17621bill.txt,3,0
17622bill.txt,7,0
17623bill.txt,20,0
17624bill.txt,7,0
17625bill.txt,3,0
17626bill.txt,21,0
17627bill.txt,10,0
17628bill.txt,17,0
17629bill.txt,5,0
17630bill.txt,15,0
17631bill.txt,15,0
17632bill.txt,3,0
17633bill.txt,4,0
17634bill.txt,21,0
17635bill.txt,7,0
17636bill.txt,20,0
17637bill.txt,18,0
17638bill.txt,3,0
17639bill.txt,14,0
17640bill.txt,16,0
17641bill.txt,12,0
17642bill.txt,5,0
17643bill.txt,12,0
17644bill.txt,18,0
17645bill.txt,13,0
17646bill.txt,14,0
17647bill.txt,6,0
17648bill.txt,21,0
17649bill.txt,15,0
17650bill.txt,1,0
17651bill.txt,1,0
17652bill.txt,18,0
17653bill.txt,12,0
17654bill.txt,4,0
17655bill.txt,10,0
17656bill.txt,14,0
17657bill.txt,20,0
17658bill.txt,3,0
17659bill.txt,21,0
17660bill.txt,5,0
17661bill.txt,13,0
17662bill.txt,3,0
17663bill.txt,5,0
17664bill.txt,15,0
17665bill.txt,21,0
17666bill.txt,20,0
17667bill.txt,13,0
17668bill.txt,1,0
17669bill.txt,13,0
17670bill.txt,20,0
17671bill.txt,3,0
17672bill.txt,13,0
17673bill.txt,12,0
17674bill.txt,4,0
17675bill.txt,10,0
17676bill.txt,1,0
17677bill.txt,16,0
17678bill.txt,7,0
17679bill.txt,21,0
17680bill.txt,2,0
17681bill.txt,5,0
17682bill.txt,5,1
17683bill.txt,19,0
17684bill.txt,3,0
17685bill.txt,7,0
17686bill.txt,3,0
17687bill.txt,4,0
17688bill.txt,8,0
17689bill.txt,4,0
17690bill.txt,15,0
17691bill.txt,4,0
17692bill.txt,99,0
17693bill.txt,15,0
17694bill.txt,3,0
17695bill.txt,17,0
17696bill.txt,7,0
17697bill.txt,17,0
17698bill.txt,18,0
17699bill.txt,18,0
17700bill.txt,4,1
17701bill.txt,12,0
17702bill.txt,15,0
17703bill.txt,16,0
17704bill.txt,20,0
17705bill.txt,4,0
17706bill.txt,16,0
17707bill.txt,2,0
17708bill.txt,13,0
17709bill.txt,5,0
17710bill.txt,7,0
17711bill.txt,20,0
17712bill.txt,1,0
17713bill.txt,21,0
17714bill.txt,16,0
17715bill.txt,15,0
17716bill.txt,7,0
17717bill.txt,16,0
17718bill.txt,20,0
17719bill.txt,20,0
17720bill.txt,21,0
17721bill.txt,3,0
17722bill.txt,16,0
17723bill.txt,20,0
17724bill.txt,21,0
17725bill.txt,20,0
17726bill.txt,6,0
17727bill.txt,21,0
17728bill.txt,15,0
17729bill.txt,21,0
17730bill.txt,10,0
17731bill.txt,15,0
17732bill.txt,20,0
17733bill.txt,3,0
17734bill.txt,21,0
17735bill.txt,6,0
17736bill.txt,12,0
17737bill.txt,3,0
17738bill.txt,7,0
17739bill.txt,21,0
17740bill.txt,3,0
17741bill.txt,21,0
17742bill.txt,17,0
17743bill.txt,3,0
17744bill.txt,3,0
17745bill.txt,3,0
17746bill.txt,21,0
17747bill.txt,12,0
17748bill.txt,21,0
17749bill.txt,12,0
17750bill.txt,14,0
17751bill.txt,5,0
17752bill.txt,21,0
17753bill.txt,17,0
17754bill.txt,20,0
17755bill.txt,20,0
17756bill.txt,5,0
17757bill.txt,4,0
17758bill.txt,1,0
17759bill.txt,2,0
17760bill.txt,12,0
17761bill.txt,7,0
17762bill.txt,12,0
17763bill.txt,12,0
17764bill.txt,3,0
17765bill.txt,16,0
17766bill.txt,13,0
17767bill.txt,21,0
17768bill.txt,2,0
17769bill.txt,6,0
17770bill.txt,19,0
17771bill.txt,13,0
17772bill.txt,12,0
17773bill.txt,15,0
17774bill.txt,18,0
17775bill.txt,5,0
17776bill.txt,20,0
17777bill.txt,20,0
17778bill.txt,3,0
17779bill.txt,5,0
17780bill.txt,6,0
17781bill.txt,14,0
17782bill.txt,13,0
17783bill.txt,15,0
17784bill.txt,20,0
17785bill.txt,13,0
17786bill.txt,15,0
17787bill.txt,1,0
17788bill.txt,10,0
17789bill.txt,14,0
17790bill.txt,3,0
17791bill.txt,1,0
17792bill.txt,14,0
17793bill.txt,3,0
17794bill.txt,20,0
17795bill.txt,3,0
17796bill.txt,20,0
17797bill.txt,18,0
17798bill.txt,20,0
17799bill.txt,2,0
17800bill.txt,2,0
17801bill.txt,15,0
17802bill.txt,15,0
17803bill.txt,6,0
17804bill.txt,3,0
17805bill.txt,7,0
17806bill.txt,21,0
17807bill.txt,3,0
17808bill.txt,16,0
17809bill.txt,16,0
17810bill.txt,3,0
17811bill.txt,13,0
17812bill.txt,21,0
17813bill.txt,21,0
17814bill.txt,2,0
17815bill.txt,16,0
17816bill.txt,14,0
17817bill.txt,5,0
17818bill.txt,16,0
17819bill.txt,20,0
17820bill.txt,20,0
17821bill.txt,3,0
17822bill.txt,1,0
17823bill.txt,15,0
17824bill.txt,12,0
17825bill.txt,20,0
17826bill.txt,1,0
17827bill.txt,1,0
17828bill.txt,19,0
17829bill.txt,18,0
17830bill.txt,10,0
17831bill.txt,10,0
17832bill.txt,10,0
17833bill.txt,15,0
17834bill.txt,15,0
17835bill.txt,1,0
17836bill.txt,15,0
17837bill.txt,21,0
17838bill.txt,16,0
17839bill.txt,16,0
17840bill.txt,16,0
17841bill.txt,16,0
17842bill.txt,16,0
17843bill.txt,16,0
17844bill.txt,8,0
17845bill.txt,16,0
17846bill.txt,3,0
17847bill.txt,3,0
17848bill.txt,3,0
17849bill.txt,20,0
17850bill.txt,3,0
17851bill.txt,3,0
17852bill.txt,3,0
17853bill.txt,21,0
17854bill.txt,10,0
17855bill.txt,13,0
17856bill.txt,6,0
17857bill.txt,5,0
17858bill.txt,20,0
17859bill.txt,20,0
17860bill.txt,20,0
17861bill.txt,20,0
17862bill.txt,20,0
17863bill.txt,6,0
17864bill.txt,5,0
17865bill.txt,15,0
17866bill.txt,6,0
17867bill.txt,12,0
17868bill.txt,5,0
17869bill.txt,21,0
17870bill.txt,3,0
17871bill.txt,5,0
17872bill.txt,20,0
17873bill.txt,15,0
17874bill.txt,14,0
17875bill.txt,3,0
17876bill.txt,20,0
17877bill.txt,20,0
17878bill.txt,15,0
17879bill.txt,7,0
17880bill.txt,5,0
17881bill.txt,20,0
17882bill.txt,15,0
17883bill.txt,7,0
17884bill.txt,1,0
17885bill.txt,10,0
17886bill.txt,20,0
17887bill.txt,10,0
17888bill.txt,5,0
17889bill.txt,20,0
17890bill.txt,20,0
17891bill.txt,99,0
17892bill.txt,7,0
17893bill.txt,16,0
17894bill.txt,16,0
17895bill.txt,14,0
17896bill.txt,8,0
17897bill.txt,2,0
17898bill.txt,5,0
17899bill.txt,6,0
17900bill.txt,2,0
17901bill.txt,5,0
17902bill.txt,15,0
17903bill.txt,3,0
17904bill.txt,3,0
17905bill.txt,7,0
17906bill.txt,3,0
17907bill.txt,20,0
17908bill.txt,21,0
17909bill.txt,2,0
17910bill.txt,3,0
17911bill.txt,20,0
17912bill.txt,7,0
17913bill.txt,10,0
17914bill.txt,20,0
17915bill.txt,99,0
17916bill.txt,21,0
17917bill.txt,19,0
17918bill.txt,3,0
17919bill.txt,1,0
17920bill.txt,6,0
17921bill.txt,17,0
17922bill.txt,12,0
17923bill.txt,20,0
17924bill.txt,3,0
17925bill.txt,1,0
17926bill.txt,1,0
17927bill.txt,20,0
17928bill.txt,21,0
17929bill.txt,10,0
17930bill.txt,15,0
17931bill.txt,16,0
17932bill.txt,6,0
17933bill.txt,20,0
17934bill.txt,1,0
17935bill.txt,12,0
17936bill.txt,3,0
17937bill.txt,20,0
17938bill.txt,20,0
17939bill.txt,20,0
17940bill.txt,20,0
17941bill.txt,20,0
17942bill.txt,20,0
17943bill.txt,5,0
17944bill.txt,5,0
17945bill.txt,20,0
17946bill.txt,1,0
17947bill.txt,3,0
17948bill.txt,2,0
17949bill.txt,2,0
17950bill.txt,13,0
17951bill.txt,6,0
17952bill.txt,2,0
17953bill.txt,6,0
17954bill.txt,15,0
17955bill.txt,13,0
17956bill.txt,13,0
17957bill.txt,14,0
17958bill.txt,8,0
17959bill.txt,4,0
17960bill.txt,5,0
17961bill.txt,21,0
17962bill.txt,21,0
17963bill.txt,21,0
17964bill.txt,17,0
17965bill.txt,3,0
17966bill.txt,3,0
17967bill.txt,12,0
17968bill.txt,21,0
17969bill.txt,21,0
17970bill.txt,3,0
17971bill.txt,13,0
17972bill.txt,5,0
17973bill.txt,5,0
17974bill.txt,3,0
17975bill.txt,5,0
17976bill.txt,16,0
17977bill.txt,20,0
17978bill.txt,2,0
17979bill.txt,10,0
17980bill.txt,10,0
17981bill.txt,20,0
17982bill.txt,20,0
17983bill.txt,20,0
17984bill.txt,20,0
17985bill.txt,20,0
17986bill.txt,20,0
17987bill.txt,20,0
17988bill.txt,20,0
17989bill.txt,20,0
17990bill.txt,16,0
17991bill.txt,18,0
17992bill.txt,18,0
17993bill.txt,12,0
17994bill.txt,18,0
17995bill.txt,18,0
17996bill.txt,1,0
17997bill.txt,20,0
17998bill.txt,2,0
17999bill.txt,20,0
18000bill.txt,5,0
18001bill.txt,5,0
18002bill.txt,18,0
18003bill.txt,7,0
18004bill.txt,7,0
18005bill.txt,8,0
18006bill.txt,20,0
18007bill.txt,21,0
18008bill.txt,21,0
18009bill.txt,20,0
18010bill.txt,7,0
18011bill.txt,3,0
18012bill.txt,14,0
18013bill.txt,21,0
18014bill.txt,21,0
18015bill.txt,15,0
18016bill.txt,10,0
18017bill.txt,3,0
18018bill.txt,3,0
18019bill.txt,5,0
18020bill.txt,20,0
18021bill.txt,20,0
18022bill.txt,20,0
18023bill.txt,18,0
18024bill.txt,3,0
18025bill.txt,1,0
18026bill.txt,13,0
18027bill.txt,1,0
18028bill.txt,13,0
18029bill.txt,13,0
18030bill.txt,15,0
18031bill.txt,3,0
18032bill.txt,18,0
18033bill.txt,19,0
18034bill.txt,3,0
18035bill.txt,10,0
18036bill.txt,15,0
18037bill.txt,5,0
18038bill.txt,3,0
18039bill.txt,5,0
18040bill.txt,5,0
18041bill.txt,16,0
18042bill.txt,15,0
18043bill.txt,15,0
18044bill.txt,12,0
18045bill.txt,16,0
18046bill.txt,15,0
18047bill.txt,7,0
18048bill.txt,13,0
18049bill.txt,20,0
18050bill.txt,20,1
18051bill.txt,12,0
18052bill.txt,2,0
18053bill.txt,15,0
18054bill.txt,13,0
18055bill.txt,5,0
18056bill.txt,20,0
18057bill.txt,5,0
18058bill.txt,20,0
18059bill.txt,16,0
18060bill.txt,3,0
18061bill.txt,5,0
18062bill.txt,20,0
18063bill.txt,20,0
18064bill.txt,20,0
18065bill.txt,16,0
18066bill.txt,3,0
18067bill.txt,7,0
18068bill.txt,7,0
18069bill.txt,21,0
18070bill.txt,21,0
18071bill.txt,10,0
18072bill.txt,5,0
18073bill.txt,7,0
18074bill.txt,13,0
18075bill.txt,1,0
18076bill.txt,20,0
18077bill.txt,16,0
18078bill.txt,20,0
18079bill.txt,7,0
18080bill.txt,13,0
18081bill.txt,3,0
18082bill.txt,8,0
18083bill.txt,3,0
18084bill.txt,21,0
18085bill.txt,20,0
18086bill.txt,13,0
18087bill.txt,6,0
18088bill.txt,13,0
18089bill.txt,3,0
18090bill.txt,13,0
18091bill.txt,13,0
18092bill.txt,6,0
18093bill.txt,13,0
18094bill.txt,3,0
18095bill.txt,13,0
18096bill.txt,21,0
18097bill.txt,20,0
18098bill.txt,12,0
18099bill.txt,1,0
18100bill.txt,12,0
18101bill.txt,21,0
18102bill.txt,21,0
18103bill.txt,3,0
18104bill.txt,20,0
18105bill.txt,20,0
18106bill.txt,3,0
18107bill.txt,12,0
18108bill.txt,21,0
18109bill.txt,10,0
18110bill.txt,5,0
18111bill.txt,5,0
18112bill.txt,14,0
18113bill.txt,15,0
18114bill.txt,7,0
18115bill.txt,5,0
18116bill.txt,10,0
18117bill.txt,19,0
18118bill.txt,18,0
18119bill.txt,3,0
18120bill.txt,19,0
18121bill.txt,18,0
18122bill.txt,10,0
18123bill.txt,20,0
18124bill.txt,7,0
18125bill.txt,15,0
18126bill.txt,20,0
18127bill.txt,20,0
18128bill.txt,1,0
18129bill.txt,20,0
18130bill.txt,1,0
18131bill.txt,14,0
18132bill.txt,12,0
18133bill.txt,21,0
18134bill.txt,15,0
18135bill.txt,4,0
18136bill.txt,15,0
18137bill.txt,21,0
18138bill.txt,15,0
18139bill.txt,15,0
18140bill.txt,3,0
18141bill.txt,13,0
18142bill.txt,7,0
18143bill.txt,20,0
18144bill.txt,2,0
18145bill.txt,20,0
18146bill.txt,1,0
18147bill.txt,10,0
18148bill.txt,6,0
18149bill.txt,16,0
18150bill.txt,7,0
18151bill.txt,2,0
18152bill.txt,20,0
18153bill.txt,20,0
18154bill.txt,20,0
18155bill.txt,12,0
18156bill.txt,12,0
18157bill.txt,12,0
18158bill.txt,12,0
18159bill.txt,2,0
18160bill.txt,12,0
18161bill.txt,20,0
18162bill.txt,12,0
18163bill.txt,20,0
18164bill.txt,20,0
18165bill.txt,20,0
18166bill.txt,20,0
18167bill.txt,7,0
18168bill.txt,16,0
18169bill.txt,7,0
18170bill.txt,6,0
18171bill.txt,13,0
18172bill.txt,18,0
18173bill.txt,5,0
18174bill.txt,4,0
18175bill.txt,6,0
18176bill.txt,15,0
18177bill.txt,3,0
18178bill.txt,5,0
18179bill.txt,15,0
18180bill.txt,15,0
18181bill.txt,20,0
18182bill.txt,16,0
18183bill.txt,13,0
18184bill.txt,20,0
18185bill.txt,5,0
18186bill.txt,15,0
18187bill.txt,13,0
18188bill.txt,15,0
18189bill.txt,1,0
18190bill.txt,15,0
18191bill.txt,15,0
18192bill.txt,1,0
18193bill.txt,3,0
18194bill.txt,19,0
18195bill.txt,3,0
18196bill.txt,12,0
18197bill.txt,2,0
18198bill.txt,7,0
18199bill.txt,3,0
18200bill.txt,3,0
18201bill.txt,3,0
18202bill.txt,7,0
18203bill.txt,1,0
18204bill.txt,1,0
18205bill.txt,2,0
18206bill.txt,18,0
18207bill.txt,21,0
18208bill.txt,20,0
18209bill.txt,1,0
18210bill.txt,1,0
18211bill.txt,3,0
18212bill.txt,3,0
18213bill.txt,12,0
18214bill.txt,8,0
18215bill.txt,17,0
18216bill.txt,3,0
18217bill.txt,3,0
18218bill.txt,99,0
18219bill.txt,99,0
18220bill.txt,21,0
18221bill.txt,99,0
18222bill.txt,15,0
18223bill.txt,20,0
18224bill.txt,10,0
18225bill.txt,20,0
18226bill.txt,18,0
18227bill.txt,6,0
18228bill.txt,12,0
18229bill.txt,13,0
18230bill.txt,13,0
18231bill.txt,21,0
18232bill.txt,15,0
18233bill.txt,15,0
18234bill.txt,18,0
18235bill.txt,1,0
18236bill.txt,15,0
18237bill.txt,4,0
18238bill.txt,20,0
18239bill.txt,20,0
18240bill.txt,18,0
18241bill.txt,2,0
18242bill.txt,10,0
18243bill.txt,10,0
18244bill.txt,10,0
18245bill.txt,10,0
18246bill.txt,10,0
18247bill.txt,16,0
18248bill.txt,3,0
18249bill.txt,3,0
18250bill.txt,16,0
18251bill.txt,18,0
18252bill.txt,21,0
18253bill.txt,16,0
18254bill.txt,16,0
18255bill.txt,5,0
18256bill.txt,1,0
18257bill.txt,3,0
18258bill.txt,20,0
18259bill.txt,6,0
18260bill.txt,21,0
18261bill.txt,99,0
18262bill.txt,6,0
18263bill.txt,15,0
18264bill.txt,20,0
18265bill.txt,19,0
18266bill.txt,5,0
18267bill.txt,20,0
18268bill.txt,16,0
18269bill.txt,7,0
18270bill.txt,4,0
18271bill.txt,18,0
18272bill.txt,7,0
18273bill.txt,20,0
18274bill.txt,18,0
18275bill.txt,15,0
18276bill.txt,15,0
18277bill.txt,1,0
18278bill.txt,1,0
18279bill.txt,13,0
18280bill.txt,2,0
18281bill.txt,5,0
18282bill.txt,13,0
18283bill.txt,3,0
18284bill.txt,19,0
18285bill.txt,13,0
18286bill.txt,15,0
18287bill.txt,20,0
18288bill.txt,20,0
18289bill.txt,12,0
18290bill.txt,4,0
18291bill.txt,21,0
18292bill.txt,21,0
18293bill.txt,2,0
18294bill.txt,6,0
18295bill.txt,6,0
18296bill.txt,12,0
18297bill.txt,17,0
18298bill.txt,13,0
18299bill.txt,16,0
18300bill.txt,5,0
18301bill.txt,5,0
18302bill.txt,1,0
18303bill.txt,13,0
18304bill.txt,16,0
18305bill.txt,21,0
18306bill.txt,6,0
18307bill.txt,21,0
18308bill.txt,20,0
18309bill.txt,20,0
18310bill.txt,3,0
18311bill.txt,14,0
18312bill.txt,12,0
18313bill.txt,1,0
18314bill.txt,7,0
18315bill.txt,7,0
18316bill.txt,15,0
18317bill.txt,18,0
18318bill.txt,12,0
18319bill.txt,1,0
18320bill.txt,5,0
18321bill.txt,15,0
18322bill.txt,20,0
18323bill.txt,20,0
18324bill.txt,20,0
18325bill.txt,19,0
18326bill.txt,16,0
18327bill.txt,13,0
18328bill.txt,20,0
18329bill.txt,12,0
18330bill.txt,10,0
18331bill.txt,10,0
18332bill.txt,16,0
18333bill.txt,4,0
18334bill.txt,3,0
18335bill.txt,2,0
18336bill.txt,2,0
18337bill.txt,12,0
18338bill.txt,21,0
18339bill.txt,1,0
18340bill.txt,16,0
18341bill.txt,14,0
18342bill.txt,3,0
18343bill.txt,12,0
18344bill.txt,7,0
18345bill.txt,7,0
18346bill.txt,99,0
18347bill.txt,99,0
18348bill.txt,15,0
18349bill.txt,7,0
18350bill.txt,16,0
18351bill.txt,3,0
18352bill.txt,15,0
18353bill.txt,10,0
18354bill.txt,1,0
18355bill.txt,20,0
18356bill.txt,13,0
18357bill.txt,7,0
18358bill.txt,8,0
18359bill.txt,7,0
18360bill.txt,15,0
18361bill.txt,15,0
18362bill.txt,20,0
18363bill.txt,18,0
18364bill.txt,20,0
18365bill.txt,15,0
18366bill.txt,3,0
18367bill.txt,10,0
18368bill.txt,16,0
18369bill.txt,16,0
18370bill.txt,15,0
18371bill.txt,15,0
18372bill.txt,5,0
18373bill.txt,7,0
18374bill.txt,8,0
18375bill.txt,8,0
18376bill.txt,19,0
18377bill.txt,12,0
18378bill.txt,20,0
18379bill.txt,20,0
18380bill.txt,20,0
18381bill.txt,16,0
18382bill.txt,16,0
18383bill.txt,15,0
18384bill.txt,8,0
18385bill.txt,20,0
18386bill.txt,20,0
18387bill.txt,5,0
18388bill.txt,17,0
18389bill.txt,3,0
18390bill.txt,15,0
18391bill.txt,15,0
18392bill.txt,15,0
18393bill.txt,15,0
18394bill.txt,5,0
18395bill.txt,12,0
18396bill.txt,13,0
18397bill.txt,13,0
18398bill.txt,20,0
18399bill.txt,15,0
18400bill.txt,15,0
18401bill.txt,6,0
18402bill.txt,13,0
18403bill.txt,2,0
18404bill.txt,15,0
18405bill.txt,21,0
18406bill.txt,12,0
18407bill.txt,3,0
18408bill.txt,13,0
18409bill.txt,16,0
18410bill.txt,3,0
18411bill.txt,20,0
18412bill.txt,12,0
18413bill.txt,7,0
18414bill.txt,3,0
18415bill.txt,1,0
18416bill.txt,6,0
18417bill.txt,21,0
18418bill.txt,15,0
18419bill.txt,99,0
18420bill.txt,13,0
18421bill.txt,13,0
18422bill.txt,13,0
18423bill.txt,7,0
18424bill.txt,7,0
18425bill.txt,13,0
18426bill.txt,5,0
18427bill.txt,4,0
18428bill.txt,20,0
18429bill.txt,4,0
18430bill.txt,7,0
18431bill.txt,16,0
18432bill.txt,4,0
18433bill.txt,4,0
18434bill.txt,15,0
18435bill.txt,12,0
18436bill.txt,19,0
18437bill.txt,1,0
18438bill.txt,7,0
18439bill.txt,15,0
18440bill.txt,20,0
18441bill.txt,2,0
18442bill.txt,1,0
18443bill.txt,15,0
18444bill.txt,2,0
18445bill.txt,3,0
18446bill.txt,5,0
18447bill.txt,16,0
18448bill.txt,15,0
18449bill.txt,1,0
18450bill.txt,6,0
18451bill.txt,21,0
18452bill.txt,19,0
18453bill.txt,3,0
18454bill.txt,5,0
18455bill.txt,15,0
18456bill.txt,21,0
18457bill.txt,15,0
18458bill.txt,3,0
18459bill.txt,99,0
18460bill.txt,99,0
18461bill.txt,15,0
18462bill.txt,12,0
18463bill.txt,5,0
18464bill.txt,15,0
18465bill.txt,1,0
18466bill.txt,5,0
18467bill.txt,21,0
18468bill.txt,3,0
18469bill.txt,3,0
18470bill.txt,12,0
18471bill.txt,14,0
18472bill.txt,21,0
18473bill.txt,7,0
18474bill.txt,18,0
18475bill.txt,7,0
18476bill.txt,5,0
18477bill.txt,12,0
18478bill.txt,7,0
18479bill.txt,7,0
18480bill.txt,99,0
18481bill.txt,17,0
18482bill.txt,20,0
18483bill.txt,12,0
18484bill.txt,3,0
18485bill.txt,12,0
18486bill.txt,19,0
18487bill.txt,19,0
18488bill.txt,5,0
18489bill.txt,12,0
18490bill.txt,15,0
18491bill.txt,5,0
18492bill.txt,10,0
18493bill.txt,5,0
18494bill.txt,21,0
18495bill.txt,3,0
18496bill.txt,21,0
18497bill.txt,5,0
18498bill.txt,18,0
18499bill.txt,3,0
18500bill.txt,3,0
18501bill.txt,3,0
18502bill.txt,13,0
18503bill.txt,3,0
18504bill.txt,7,0
18505bill.txt,6,0
18506bill.txt,20,0
18507bill.txt,20,0
18508bill.txt,21,0
18509bill.txt,14,0
18510bill.txt,12,0
18511bill.txt,12,0
18512bill.txt,4,0
18513bill.txt,2,0
18514bill.txt,12,0
18515bill.txt,13,0
18516bill.txt,1,0
18517bill.txt,21,0
18518bill.txt,21,0
18519bill.txt,21,0
18520bill.txt,21,0
18521bill.txt,16,0
18522bill.txt,99,0
18523bill.txt,15,0
18524bill.txt,18,0
18525bill.txt,4,0
18526bill.txt,20,0
18527bill.txt,20,0
18528bill.txt,20,0
18529bill.txt,20,0
18530bill.txt,20,0
18531bill.txt,20,0
18532bill.txt,18,0
18533bill.txt,17,0
18534bill.txt,15,0
18535bill.txt,14,0
18536bill.txt,12,0
18537bill.txt,18,0
18538bill.txt,15,0
18539bill.txt,21,0
18540bill.txt,7,0
18541bill.txt,7,0
18542bill.txt,7,0
18543bill.txt,3,0
18544bill.txt,19,0
18545bill.txt,1,0
18546bill.txt,20,0
18547bill.txt,12,0
18548bill.txt,18,0
18549bill.txt,7,0
18550bill.txt,15,0
18551bill.txt,1,0
18552bill.txt,17,0
18553bill.txt,19,0
18554bill.txt,7,0
18555bill.txt,20,0
18556bill.txt,5,0
18557bill.txt,5,0
18558bill.txt,8,0
18559bill.txt,21,0
18560bill.txt,16,0
18561bill.txt,20,0
18562bill.txt,20,0
18563bill.txt,20,0
18564bill.txt,16,0
18565bill.txt,20,0
18566bill.txt,5,0
18567bill.txt,21,0
18568bill.txt,15,0
18569bill.txt,18,0
18570bill.txt,2,0
18571bill.txt,18,0
18572bill.txt,16,0
18573bill.txt,10,0
18574bill.txt,16,0
18575bill.txt,19,0
18576bill.txt,16,0
18577bill.txt,21,0
18578bill.txt,7,0
18579bill.txt,10,0
18580bill.txt,14,0
18581bill.txt,1,0
18582bill.txt,99,0
18583bill.txt,99,0
18584bill.txt,99,0
18585bill.txt,20,0
18586bill.txt,15,0
18587bill.txt,1,0
18588bill.txt,4,0
18589bill.txt,3,0
18590bill.txt,12,0
18591bill.txt,4,0
18592bill.txt,14,0
18593bill.txt,21,0
18594bill.txt,17,0
18595bill.txt,16,0
18596bill.txt,5,0
18597bill.txt,20,0
18598bill.txt,7,0
18599bill.txt,3,0
18600bill.txt,20,0
18601bill.txt,15,0
18602bill.txt,6,0
18603bill.txt,12,0
18604bill.txt,20,0
18605bill.txt,20,0
18606bill.txt,3,0
18607bill.txt,7,0
18608bill.txt,3,0
18609bill.txt,7,0
18610bill.txt,3,0
18611bill.txt,13,0
18612bill.txt,8,0
18613bill.txt,20,0
18614bill.txt,12,0
18615bill.txt,16,0
18616bill.txt,5,0
18617bill.txt,21,0
18618bill.txt,17,0
18619bill.txt,7,0
18620bill.txt,8,0
18621bill.txt,21,0
18622bill.txt,21,0
18623bill.txt,20,0
18624bill.txt,1,0
18625bill.txt,5,0
18626bill.txt,12,0
18627bill.txt,20,0
18628bill.txt,1,0
18629bill.txt,20,0
18630bill.txt,6,0
18631bill.txt,17,0
18632bill.txt,21,0
18633bill.txt,10,0
18634bill.txt,21,0
18635bill.txt,14,0
18636bill.txt,3,0
18637bill.txt,1,0
18638bill.txt,19,0
18639bill.txt,1,0
18640bill.txt,19,0
18641bill.txt,15,0
18642bill.txt,17,0
18643bill.txt,19,0
18644bill.txt,7,0
18645bill.txt,16,0
18646bill.txt,4,0
18647bill.txt,21,0
18648bill.txt,20,0
18649bill.txt,13,0
18650bill.txt,16,0
18651bill.txt,21,0
18652bill.txt,21,0
18653bill.txt,18,0
18654bill.txt,16,0
18655bill.txt,3,0
18656bill.txt,1,0
18657bill.txt,20,0
18658bill.txt,20,0
18659bill.txt,20,0
18660bill.txt,15,0
18661bill.txt,5,0
18662bill.txt,7,0
18663bill.txt,13,0
18664bill.txt,15,0
18665bill.txt,20,0
18666bill.txt,13,0
18667bill.txt,12,0
18668bill.txt,20,0
18669bill.txt,14,0
18670bill.txt,10,0
18671bill.txt,15,0
18672bill.txt,21,0
18673bill.txt,13,0
18674bill.txt,12,0
18675bill.txt,5,0
18676bill.txt,15,0
18677bill.txt,20,0
18678bill.txt,10,0
18679bill.txt,5,0
18680bill.txt,20,0
18681bill.txt,12,0
18682bill.txt,7,0
18683bill.txt,1,0
18684bill.txt,13,0
18685bill.txt,13,0
18686bill.txt,1,0
18687bill.txt,12,0
18688bill.txt,21,0
18689bill.txt,12,0
18690bill.txt,3,0
18691bill.txt,20,0
18692bill.txt,15,0
18693bill.txt,99,0
18694bill.txt,5,0
18695bill.txt,6,0
18696bill.txt,13,0
18697bill.txt,21,0
18698bill.txt,21,0
18699bill.txt,1,0
18700bill.txt,10,0
